,subscribers,youtuber,video_views,channel_category,channel_uploads,country,lowest_yearly_earnings,highest_yearly_earnings,created_year,tertiary_education_enrollment,population,unemployment_rate,channel_type,Latitude,Longitude,region
0,245000000,T-Series,228000000000.0,Music,20082,India,6800000.0,108400000.0,2006,28.1,1366417754.0,5.36,Music,20.593684,78.96288,Asia
1,170000000,YouTube Movies,0.0,Media,1,United States,0.04,0.58,2006,88.2,328239523.0,14.7,Games,37.09024,-95.712891,N.America
2,166000000,MrBeast,28368841870.0,Entertainment,741,United States,4000000.0,64700000.0,2012,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
3,162000000,Cocomelon - Nursery Rhymes,164000000000.0,Education,966,United States,5900000.0,94800000.0,2006,88.2,328239523.0,14.7,Education,37.09024,-95.712891,N.America
4,159000000,SET India,148000000000.0,Media,116536,India,5500000.0,87500000.0,2006,28.1,1366417754.0,5.36,Entertainment,20.593684,78.96288,Asia
6,112000000,ýýý Kids Diana Show,93247040539.0,Lifestyle,1111,United States,2200000.0,35100000.0,2015,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
7,111000000,PewDiePie,29058044447.0,Gaming & Sports,4716,Japan,117600.0,1900000.0,2010,63.2,126226568.0,2.29,Entertainment,36.204824,138.252924,Asia
8,106000000,Like Nastya,90479060027.0,Lifestyle,493,Russia,146800.0,2300000.0,2016,81.9,144373535.0,4.59,People,61.52401,105.318756,Europe
9,98900000,Vlad and Niki,77180169894.0,Entertainment,574,United States,1700000.0,27900000.0,2018,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
10,96700000,Zee Music Company,57856289381.0,Music,8548,India,2400000.0,38600000.0,2014,28.1,1366417754.0,5.36,Music,20.593684,78.96288,Asia
11,96000000,WWE,77428473662.0,Gaming & Sports,70127,United States,2100000.0,34300000.0,2007,88.2,328239523.0,14.7,Sports,37.09024,-95.712891,N.America
13,89800000,BLACKPINK,32144597566.0,Lifestyle,543,South Korea,1500000.0,23900000.0,2016,94.3,51709098.0,4.15,Music,35.907757,127.766922,Asia
15,83000000,Sony SAB,101000000000.0,Media,71270,India,5000000.0,79600000.0,2007,28.1,1366417754.0,5.36,Entertainment,20.593684,78.96288,Asia
16,80100000,5-Minute Crafts,26236790209.0,Education,1,United Kingdom,0.0,0.05,2020,60.0,66834405.0,3.85,Entertainment,55.378051,-3.435973,Europe
17,75600000,BANGTANTV,20826993957.0,Music,2281,South Korea,504900.0,8100000.0,2012,94.3,51709098.0,4.15,Music,35.907757,127.766922,Asia
19,71600000,Justin Bieber,30608119724.0,Music,249,Canada,529000.0,8500000.0,2007,68.9,36991981.0,5.56,Music,56.130366,-106.346771,N.America
20,71300000,HYBE LABELS,28634566938.0,Music,1337,South Korea,1800000.0,28700000.0,2008,94.3,51709098.0,4.15,Music,35.907757,127.766922,Asia
21,70500000,Zee TV,73139054467.0,Entertainment,129204,India,5100000.0,81900000.0,2005,28.1,1366417754.0,5.36,Entertainment,20.593684,78.96288,Asia
22,68200000,Pinkfong Baby Shark - Kids' Songs & Stories,38843229963.0,Education,2865,United States,1400000.0,22700000.0,2011,88.2,328239523.0,14.7,Education,37.09024,-95.712891,N.America
23,66500000,Canal KondZilla,36775585925.0,Music,2572,Brazil,0.0,0.0,2012,51.3,212559417.0,12.08,Music,-14.235004,-51.92528,S.America
24,65900000,ChuChu TV Nursery Rhymes & Kids Songs,45757850229.0,Education,633,India,1300000.0,20200000.0,2013,28.1,1366417754.0,5.36,Education,20.593684,78.96288,Asia
25,65600000,Shemaroo Filmi Gaane,28648024439.0,Music,8502,India,764900.0,12200000.0,2010,28.1,1366417754.0,5.36,Music,20.593684,78.96288,Asia
26,64600000,Colors TV,61510906457.0,Media,112915,India,3600000.0,57000000.0,2008,28.1,1366417754.0,5.36,Entertainment,20.593684,78.96288,Asia
27,61000000,T-Series Bhakti Sagar,29533230328.0,Music,13,India,0.03,0.48,2018,28.1,1366417754.0,5.36,Music,20.593684,78.96288,Asia
28,59500000,Dude Perfect,16241549158.0,Gaming & Sports,389,United States,423600.0,6800000.0,2009,88.2,328239523.0,14.7,Sports,37.09024,-95.712891,N.America
29,59500000,Movieclips,59316472754.0,Media,39113,United States,344000.0,5500000.0,2006,88.2,328239523.0,14.7,Film,37.09024,-95.712891,N.America
30,59300000,Tips Official,33431802698.0,Music,4741,India,1300000.0,20300000.0,2007,28.1,1366417754.0,5.36,Music,20.593684,78.96288,Asia
31,58400000,El Reino Infantil,57271630846.0,Music,1510,Argentina,1800000.0,29400000.0,2011,90.0,44938712.0,9.79,Music,-38.416097,-63.616672,S.America
32,58000000,Wave Music,40602020243.0,Music,19487,India,696100.0,11100000.0,2014,28.1,1366417754.0,5.36,Music,20.593684,78.96288,Asia
33,57600000,Aaj Tak,25307753534.0,Education,283775,India,1400000.0,22100000.0,2009,28.1,1366417754.0,5.36,News,20.593684,78.96288,Asia
34,57200000,Sony Music India,28837144516.0,Music,3882,India,777900.0,12400000.0,2009,28.1,1366417754.0,5.36,Music,20.593684,78.96288,Asia
35,56900000,EminemMusic,27073872856.0,Music,156,United States,780600.0,12500000.0,2007,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
36,56400000,Marshmello,14696003229.0,Entertainment,436,United States,336300.0,5400000.0,2015,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
37,54600000,YRF,35302243691.0,Media,3707,India,1500000.0,24600000.0,2006,28.1,1366417754.0,5.36,Music,20.593684,78.96288,Asia
39,53500000,Ed Sheeran,30367676736.0,Music,383,United Kingdom,608200.0,9700000.0,2006,60.0,66834405.0,3.85,Music,55.378051,-3.435973,Europe
40,53300000,Infobells - Hindi,30516172739.0,Education,577,India,2400000.0,39200000.0,2014,28.1,1366417754.0,5.36,Education,20.593684,78.96288,Asia
41,52900000,Taylor Swift,29884657286.0,Music,216,United States,1600000.0,25400000.0,2006,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
42,52700000,Ariana Grande,24004842608.0,Music,147,United States,480600.0,7700000.0,2007,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
43,52200000,BillionSurpriseToys  - Nursery Rhymes & Cartoons,9877365274.0,Education,847,United States,800200.0,12800000.0,2013,88.2,328239523.0,14.7,Education,37.09024,-95.712891,N.America
44,48100000,JuegaGerman,14631710289.0,Gaming & Sports,2052,Chile,199200.0,3200000.0,2013,88.5,18952038.0,7.09,Games,-35.675147,-71.542969,S.America
45,47900000,Billie Eilish,13626331061.0,Music,65,United States,440600.0,7000000.0,2013,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
46,47500000,Get Movies,30788679536.0,Entertainment,3322,Russia,919600.0,14700000.0,2006,81.9,144373535.0,4.59,Film,61.52401,105.318756,Europe
47,47400000,Shemaroo,22519705183.0,Entertainment,11451,India,698200.0,11200000.0,2007,28.1,1366417754.0,5.36,Entertainment,20.593684,78.96288,Asia
49,46600000,SonyMusicIndiaVEVO,27286058807.0,Music,3444,United States,943500.0,15100000.0,2009,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
50,46300000,A4,22936630813.0,Gaming & Sports,1,Cuba,0.28,5.0,2006,41.4,11333483.0,1.64,People,21.521757,-77.781167,S.America
52,46100000,Fernanfloo,10323391593.0,Gaming & Sports,543,El Salvador,101500.0,1600000.0,2011,29.4,6453553.0,4.11,Games,13.794185,-88.89653,N.America
53,45500000,Voot Kids,21388725229.0,Entertainment,4660,India,702000.0,11200000.0,2016,28.1,1366417754.0,5.36,Entertainment,20.593684,78.96288,Asia
54,45200000,Felipe Neto,16602198273.0,Entertainment,4331,Brazil,391100.0,6300000.0,2006,51.3,212559417.0,12.08,Entertainment,-14.235004,-51.92528,S.America
55,44700000,Vocï¿½ï¿½ï¿½,7828610828.0,Entertainment,1558,Brazil,144100.0,2300000.0,2013,51.3,212559417.0,12.08,Entertainment,-14.235004,-51.92528,S.America
56,44600000,HAR PAL GEO,41139050371.0,Entertainment,100755,Pakistan,4000000.0,64200000.0,2008,9.0,216565318.0,4.45,Entertainment,30.375321,69.345116,Asia
58,44200000,Katy Perry,25458952022.0,Music,128,United States,402700.0,6400000.0,2008,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
59,44200000,whinderssonnunes,4274709210.0,Lifestyle,558,Brazil,80100.0,1300000.0,2013,51.3,212559417.0,12.08,Comedy,-14.235004,-51.92528,S.America
60,44200000,ABS-CBN Entertainment,50292540392.0,Lifestyle,193890,Philippines,529900.0,8500000.0,2008,35.5,108116615.0,2.15,Entertainment,12.879721,121.774017,Asia
61,43700000,Alan Walker,12884264778.0,Music,8,Thailand,0.07,1.0,2006,49.3,69625582.0,0.75,Film,15.870032,100.992541,Asia
63,43500000,Shakira,27568757295.0,Lifestyle,326,Colombia,1100000.0,17000000.0,2005,55.3,50339443.0,9.71,Howto,4.570868,-74.297333,S.America
64,43200000,ýýýýýýýý ýý ýýýýýýýýýýýýýý,36458726976.0,Media,1478,Russia,911300.0,14600000.0,2011,81.9,144373535.0,4.59,Education,61.52401,105.318756,Europe
65,43200000,ARY Digital HD,37939780685.0,Entertainment,109871,Pakistan,3400000.0,55200000.0,2016,9.0,216565318.0,4.45,Entertainment,30.375321,69.345116,Asia
66,42500000,Speed Records,26820902622.0,Music,10938,India,479300.0,7700000.0,2012,28.1,1366417754.0,5.36,Music,20.593684,78.96288,Asia
67,42400000,Masha and The Bear,24519022988.0,Media,1218,United States,2000000.0,32200000.0,2014,88.2,328239523.0,14.7,Film,37.09024,-95.712891,N.America
68,42400000,Like Nastya Show,19547696190.0,Entertainment,618,United States,159600.0,2600000.0,2017,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
69,41900000,Rihanna,22477745835.0,Entertainment,84,Barbados,548800.0,8800000.0,2005,65.4,287025.0,10.33,Music,13.193887,-59.543198,N.America
70,41400000,Ishtar Music,17608931161.0,Media,4510,India,542800.0,8700000.0,2005,28.1,1366417754.0,5.36,Music,20.593684,78.96288,Asia
71,41300000,Kimberly Loaiza,5603111948.0,Lifestyle,291,Mexico,410200.0,6600000.0,2016,40.2,126014024.0,3.42,People,23.634501,-102.552784,N.America
72,40900000,Little Baby Bum - Nursery Rhymes & Kids Songs,39450824833.0,Education,2423,United States,296300.0,4700000.0,2011,88.2,328239523.0,14.7,Education,37.09024,-95.712891,N.America
73,40600000,Luisito Comunica,8670473639.0,Lifestyle,0,Mexico,0.0,0.0,2010,40.2,126014024.0,3.42,Comedy,23.634501,-102.552784,N.America
76,39700000,shfa2 - ï¿½ï¿½,23884824160.0,Lifestyle,1596,United Arab Emirates,743200.0,11900000.0,2017,36.8,9770529.0,2.35,People,23.424076,53.847818,Asia
78,39200000,CarryMinati,3294013141.0,Lifestyle,186,India,236100.0,3800000.0,2014,28.1,1366417754.0,5.36,Comedy,20.593684,78.96288,Asia
79,39200000,XXXTENTACION,10507474316.0,Music,133,United States,175100.0,2800000.0,2015,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
80,39200000,Super Simple Songs - Kids Songs,44900897958.0,Education,744,Canada,1700000.0,26900000.0,2006,68.9,36991981.0,5.56,Education,56.130366,-106.346771,N.America
81,39100000,Mikecrack,16118181673.0,Gaming & Sports,1876,Spain,792300.0,12700000.0,2015,88.9,47076781.0,13.96,Games,40.463667,-3.74922,Europe
82,39000000,WorkpointOfficial,36131228583.0,Entertainment,72580,Thailand,391400.0,6300000.0,2012,49.3,69625582.0,0.75,Entertainment,15.870032,100.992541,Asia
83,38900000,GR6 EXPLODE,25154232306.0,Music,3043,Brazil,4900000.0,78500000.0,2014,51.3,212559417.0,12.08,Music,-14.235004,-51.92528,S.America
84,38600000,TEDx Talks,7339333120.0,Education,200933,United States,136900.0,2200000.0,2009,88.2,328239523.0,14.7,Nonprofit,37.09024,-95.712891,N.America
85,38400000,shfa,21528116909.0,Lifestyle,982,Saudi Arabia,4800.0,76300.0,2018,68.0,34268528.0,5.93,Games,23.885942,45.079162,Asia
86,38300000,Goldmines Gaane Sune Ansune,16718192386.0,Music,3532,India,2400000.0,39100000.0,2015,28.1,1366417754.0,5.36,Music,20.593684,78.96288,Asia
87,38200000,One Direction,13598903820.0,Music,11,United States,19.0,305.0,2016,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
88,38200000,TheEllenShow,22756581750.0,Entertainment,15672,United States,65400.0,1000000.0,2006,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
89,38200000,Sony PAL,28519339489.0,Media,24089,India,1200000.0,20000000.0,2014,28.1,1366417754.0,5.36,Entertainment,20.593684,78.96288,Asia
90,38000000,Daddy Yankee,22731415608.0,Music,505,United States,616800.0,9900000.0,2011,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
92,37600000,Like Nastya ESP,18208196857.0,Entertainment,743,United States,963100.0,15400000.0,2017,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
93,37500000,ýýýýýýýýýýýý one31,27262462114.0,Entertainment,117152,Thailand,422300.0,6800000.0,2013,49.3,69625582.0,0.75,Entertainment,15.870032,100.992541,Asia
94,37200000,Jkk Entertainment,16402066717.0,Lifestyle,220,India,149600.0,2400000.0,2017,28.1,1366417754.0,5.36,Comedy,20.593684,78.96288,Asia
95,37000000,ABP NEWS,13102611515.0,Lifestyle,301308,India,801200.0,12800000.0,2012,28.1,1366417754.0,5.36,News,20.593684,78.96288,Asia
96,37000000,Maria Clara & JP,24188861917.0,Lifestyle,744,Brazil,754300.0,12100000.0,2015,51.3,212559417.0,12.08,Entertainment,-14.235004,-51.92528,S.America
97,36700000,Bruno Mars,19378155425.0,Music,99,United States,525700.0,8400000.0,2006,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
98,36600000,Maroon 5,22553923546.0,Music,171,United States,458500.0,7300000.0,2006,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
99,36600000,Ultra Bollywood,15653786446.0,Media,9168,India,0.0,0.0,2009,28.1,1366417754.0,5.36,Entertainment,20.593684,78.96288,Asia
105,35700000,La Granja de Zenï¿½,27118354077.0,Music,654,Argentina,906200.0,14500000.0,2013,90.0,44938712.0,9.79,Music,-38.416097,-63.616672,S.America
106,35500000,Saregama Music,15657673422.0,Entertainment,7566,India,1600000.0,25600000.0,2013,28.1,1366417754.0,5.36,Music,20.593684,78.96288,Asia
107,35500000,IndiaTV,16105023749.0,Education,273255,India,872500.0,14000000.0,2006,28.1,1366417754.0,5.36,News,20.593684,78.96288,Asia
108,35400000,T-Series Bollywood Classics,22637783517.0,Music,2010,India,994400.0,15900000.0,2012,28.1,1366417754.0,5.36,Music,20.593684,78.96288,Asia
110,35200000,Markiplier,20297931219.0,Gaming & Sports,5490,United States,382000.0,6100000.0,2012,88.2,328239523.0,14.7,Games,37.09024,-95.712891,N.America
111,35200000,Ryan's World,55299840198.0,Entertainment,2453,United States,715800.0,11500000.0,2015,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
112,34900000,Genevieve's Playhouse - Learning Videos for Kids,25607397308.0,Education,617,United States,1000000.0,16100000.0,2016,88.2,328239523.0,14.7,Film,37.09024,-95.712891,N.America
115,34300000,Geet MP3,12746535822.0,Music,679,India,304100.0,4900000.0,2016,28.1,1366417754.0,5.36,Music,20.593684,78.96288,Asia
116,34100000,J Balvin,23005313609.0,Music,141,Colombia,386100.0,6200000.0,2011,55.3,50339443.0,9.71,Music,4.570868,-74.297333,S.America
117,34000000,Jess No Limit,3963007415.0,Entertainment,2284,Indonesia,1600000.0,26300000.0,2017,36.3,270203917.0,4.69,Entertainment,-0.789275,113.921327,Asia
118,34000000,Jingle Toons,11351015824.0,Media,240,India,539700.0,8600000.0,2013,28.1,1366417754.0,5.36,Film,20.593684,78.96288,Asia
119,33800000,VEGETTA777,15432929204.0,Gaming & Sports,7606,Spain,117300.0,1900000.0,2008,88.9,47076781.0,13.96,Games,40.463667,-3.74922,Europe
120,33800000,Galinha Pintadinha,27274550757.0,Media,66,Brazil,1200000.0,19400000.0,2006,51.3,212559417.0,12.08,Film,-14.235004,-51.92528,S.America
121,33700000,SSSniperWolf,23492684419.0,Gaming & Sports,3366,United States,632900.0,10100000.0,2013,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
123,33600000,Selena Gomez,13013567335.0,Media,188,United States,347400.0,5600000.0,2008,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
124,33500000,Rajshri,14864294792.0,Music,3741,India,816800.0,13100000.0,2006,28.1,1366417754.0,5.36,Entertainment,20.593684,78.96288,Asia
125,33500000,Ch3Thailand,29611914495.0,Entertainment,96214,Thailand,0.0,0.0,2014,49.3,69625582.0,0.75,Entertainment,15.870032,100.992541,Asia
126,33500000,KHANDESHI MOVIES,11405809704.0,Lifestyle,217,India,74200.0,1200000.0,2013,28.1,1366417754.0,5.36,Comedy,20.593684,78.96288,Asia
127,33400000,NoCopyrightSounds,10530729078.0,Music,1331,United Kingdom,167000.0,2700000.0,2011,60.0,66834405.0,3.85,Music,55.378051,-3.435973,Europe
128,33400000,CVS 3D Rhymes & Kids Songs,20269857567.0,Education,338,India,408300.0,6500000.0,2008,28.1,1366417754.0,5.36,Education,20.593684,78.96288,Asia
129,33300000,Ricis Official,5994136760.0,Lifestyle,2736,Indonesia,471300.0,7500000.0,2016,36.3,270203917.0,4.69,Entertainment,-0.789275,113.921327,Asia
130,32800000,BabyBus - Kids Songs and Cartoons,26355088167.0,Education,2122,United States,382500.0,6100000.0,2016,88.2,328239523.0,14.7,Education,37.09024,-95.712891,N.America
131,32700000,Eros Now Music,17853798780.0,Entertainment,1521,India,60800.0,972600.0,2012,28.1,1366417754.0,5.36,Entertainment,20.593684,78.96288,Asia
133,32700000,DisneyMusicVEVO,28516250629.0,Music,2068,United States,989600.0,15800000.0,2010,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
134,32600000,The Weeknd,23379969006.0,Music,169,Canada,1100000.0,17900000.0,2011,68.9,36991981.0,5.56,Music,56.130366,-106.346771,N.America
136,32100000,KAROL G,18699145555.0,Music,134,Colombia,1400000.0,22400000.0,2013,55.3,50339443.0,9.71,Music,4.570868,-74.297333,S.America
137,32100000,Mr Bean,10602236110.0,Media,3091,United Kingdom,169600.0,2700000.0,2006,60.0,66834405.0,3.85,Comedy,55.378051,-3.435973,Europe
138,32100000,rezendeevil,13061739758.0,Gaming & Sports,11882,Brazil,133500.0,2100000.0,2012,51.3,212559417.0,12.08,Entertainment,-14.235004,-51.92528,S.America
139,32000000,StarPlus,26800674545.0,Entertainment,44892,India,5000000.0,80000000.0,2006,28.1,1366417754.0,5.36,Entertainment,20.593684,78.96288,Asia
141,31900000,GMA  Network,19428308461.0,Entertainment,93311,Philippines,2400000.0,38300000.0,2006,35.5,108116615.0,2.15,Entertainment,12.879721,121.774017,Asia
142,31800000,GENIAL,6762424690.0,Education,6734,Mexico,94400.0,1500000.0,2017,40.2,126014024.0,3.42,Howto,23.634501,-102.552784,N.America
143,31700000,MR. INDIAN HACKER,5711208484.0,Education,929,India,327400.0,5200000.0,2012,28.1,1366417754.0,5.36,Tech,20.593684,78.96288,Asia
144,31700000,Worldwide Records Bhojpuri,16476978876.0,Music,6518,India,337900.0,5400000.0,2012,28.1,1366417754.0,5.36,Music,20.593684,78.96288,Asia
145,31700000,DONA ï¿½ï¿½,21031745531.0,Entertainment,166,United States,459800.0,7400000.0,2018,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
146,31700000,Dream,2930015381.0,Gaming & Sports,116,United States,81100.0,1300000.0,2014,88.2,328239523.0,14.7,Games,37.09024,-95.712891,N.America
147,31600000,Lucas and Marcus,11615848291.0,Entertainment,1321,United States,936300.0,15000000.0,2011,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
148,31600000,JustinBieberVEVO,26583873105.0,Music,204,United States,315400.0,5000000.0,2009,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
150,31400000,Peppa Pig - Official Channel,22919271731.0,Media,3589,United Kingdom,734800.0,11800000.0,2013,60.0,66834405.0,3.85,Education,55.378051,-3.435973,Europe
151,31200000,YOLO AVENTURAS,9673649438.0,Lifestyle,65,Venezuela,11.0,172.0,2018,79.3,28515829.0,8.8,Comedy,6.42375,-66.58973,S.America
152,31200000,The Tonight Show Starring Jimmy Fallon,17111726160.0,Lifestyle,8976,United States,0.0,0.0,2006,88.2,328239523.0,14.7,Comedy,37.09024,-95.712891,N.America
153,31200000,TheDonato,6187804950.0,Entertainment,3027,Argentina,572000.0,9200000.0,2015,90.0,44938712.0,9.79,Games,-38.416097,-63.616672,S.America
154,30700000,ImagineDragons,16793072362.0,Music,92,United States,566500.0,9100000.0,2009,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
156,30700000,Round2hell,3145161634.0,Lifestyle,67,India,95500.0,1500000.0,2016,28.1,1366417754.0,5.36,Entertainment,20.593684,78.96288,Asia
157,30500000,Zee News,16709857823.0,Education,180092,India,1400000.0,22200000.0,2007,28.1,1366417754.0,5.36,News,20.593684,78.96288,Asia
158,30500000,AboFlah,4521573939.0,Gaming & Sports,641,Kuwait,473700.0,7600000.0,2016,54.4,4207083.0,2.18,Entertainment,29.31166,47.481766,Asia
159,30400000,AH,4332274962.0,Entertainment,2197,Indonesia,64300.0,1000000.0,2014,36.3,270203917.0,4.69,Entertainment,-0.789275,113.921327,Asia
160,30400000,Trap Nation,14037426379.0,Music,2725,United States,137500.0,2200000.0,2012,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
162,30300000,Boram Tube Vlog [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,13546549817.0,Entertainment,223,United States,68200.0,1100000.0,2012,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
163,30200000,Adele,14199108016.0,Music,15,United Kingdom,411300.0,6600000.0,2008,60.0,66834405.0,3.85,Music,55.378051,-3.435973,Europe
164,30200000,Talking Tom,15199330166.0,Lifestyle,2,United States,0.0,0.0,2008,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
165,30200000,ýýýýýýýý ýýýýýýýý ýýýýýýýýýý | toyoraljanahtv,27684955537.0,Entertainment,3254,Jordan,349300.0,5600000.0,2008,34.4,10101694.0,14.72,Music,30.585164,36.238414,Asia
167,30100000,Spinnin' Records,19607009165.0,Music,11501,Netherlands,300100.0,4800000.0,2007,85.0,17332850.0,3.2,Music,52.132633,5.291266,Europe
168,30100000,Little Angel: Nursery Rhymes & Kids Songs,22593193994.0,Education,1349,United States,322600.0,5200000.0,2015,88.2,328239523.0,14.7,Education,37.09024,-95.712891,N.America
170,30000000,Shawn Mendes,12831200855.0,Music,133,Canada,266200.0,4300000.0,2011,68.9,36991981.0,5.56,Music,56.130366,-106.346771,N.America
171,29800000,ashish chanchlani vines,4457913639.0,Lifestyle,151,India,78500.0,1300000.0,2009,28.1,1366417754.0,5.36,Comedy,20.593684,78.96288,Asia
172,29600000,Ultra Records,17208027242.0,Music,4903,United States,245700.0,3900000.0,2006,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
174,29300000,Maluma,21226945136.0,Music,14,Argentina,0.05,0.72,2015,90.0,44938712.0,9.79,People,-38.416097,-63.616672,S.America
175,29200000,Zhong,14727238483.0,Entertainment,1513,United States,0.0,0.0,2015,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
176,29200000,Enaldinho,11627437847.0,Lifestyle,3654,Brazil,909300.0,14500000.0,2012,51.3,212559417.0,12.08,Games,-14.235004,-51.92528,S.America
177,29200000,AuronPlay,4079141673.0,Lifestyle,404,Spain,36400.0,582900.0,2006,88.9,47076781.0,13.96,Comedy,40.463667,-3.74922,Europe
179,28900000,infobells - Tamil,17930570614.0,Education,555,India,329500.0,5300000.0,2014,28.1,1366417754.0,5.36,Education,20.593684,78.96288,Asia
181,28400000,The Late Late Show with James Corden,9956764048.0,Entertainment,5809,United States,79300.0,1300000.0,2006,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
182,28400000,Aditya Movies,10062770060.0,Media,5436,India,682100.0,10900000.0,2012,28.1,1366417754.0,5.36,Film,20.593684,78.96288,Asia
184,28300000,infobells - Telugu,14814192034.0,Education,505,India,864300.0,13800000.0,2014,28.1,1366417754.0,5.36,Education,20.593684,78.96288,Asia
185,28300000,HUM TV,23844936965.0,Entertainment,106983,Pakistan,2100000.0,32900000.0,2011,9.0,216565318.0,4.45,Entertainment,30.375321,69.345116,Asia
186,28200000,Shemaroo Movies,7600740993.0,Entertainment,3009,India,554900.0,8900000.0,2011,28.1,1366417754.0,5.36,Film,20.593684,78.96288,Asia
187,28200000,Michael Jackson,14412474625.0,Music,15,United States,475800.0,7600000.0,2005,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
192,27700000,toycantando,15777682516.0,Music,619,Colombia,521500.0,8300000.0,2009,55.3,50339443.0,9.71,Music,4.570868,-74.297333,S.America
193,27500000,MrBeast 2,4552581106.0,Lifestyle,27,United States,0.0,0.0,2011,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
194,27500000,Wiz Khalifa,13379395501.0,Music,682,United States,271300.0,4300000.0,2008,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
195,27400000,JYP Entertainment,19883150017.0,Music,1753,South Korea,922900.0,14800000.0,2008,94.3,51709098.0,4.15,Music,35.907757,127.766922,Asia
196,27400000,ýýý Kids Roma Show,10336420490.0,Lifestyle,642,United States,527500.0,8400000.0,2015,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
197,27400000,DanTDM,19417887510.0,Gaming & Sports,3664,United Kingdom,236000.0,3800000.0,2012,60.0,66834405.0,3.85,Games,55.378051,-3.435973,Europe
198,27300000,Nick Jr.,22440611155.0,Media,5438,United States,127600.0,2000000.0,2012,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
199,27300000,Crazy XYZ,7705492350.0,Entertainment,1259,India,306700.0,4900000.0,2017,28.1,1366417754.0,5.36,Tech,20.593684,78.96288,Asia
201,27100000,Dushyant kukreja,17318452893.0,Entertainment,889,India,1300000.0,20600000.0,2015,28.1,1366417754.0,5.36,Entertainment,20.593684,78.96288,Asia
203,27000000,Brent Rivera,6570935979.0,Lifestyle,554,United States,433400.0,6900000.0,2009,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
204,26900000,Renato Garcia YT,7938616641.0,Entertainment,3956,Brazil,248700.0,4000000.0,2011,51.3,212559417.0,12.08,Entertainment,-14.235004,-51.92528,S.America
205,26700000,Beast Reacts,4388047013.0,Lifestyle,241,United States,828600.0,13300000.0,2016,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
206,26700000,enchufetv,10317306313.0,Lifestyle,975,Colombia,73100.0,1200000.0,2011,55.3,50339443.0,9.71,Comedy,4.570868,-74.297333,S.America
207,26700000,Netflix,7173668905.0,Entertainment,6471,United States,354700.0,5700000.0,2012,88.2,328239523.0,14.7,Entertainment,37.09024,-95.712891,N.America
208,26500000,Raffy Tulfo in Action,15065753455.0,Education,10022,Philippines,489400.0,7800000.0,2016,35.5,108116615.0,2.15,News,12.879721,121.774017,Asia
209,26500000,WORLDSTARHIPHOP,20358117330.0,Music,6873,United States,267300.0,4300000.0,2008,88.2,328239523.0,14.7,Music,37.09024,-95.712891,N.America
210,26400000,Goldmines Bollywood,8595760553.0,Media,3622,India,299000.0,4800000.0,2015,28.1,1366417754.0,5.36,Film,20.593684,78.96288,Asia
211,26400000,Alan Chikin Chow,27006526665.0,Lifestyle,865,United States,3100000.0,50200000.0,2020,88.2,328239523.0,14.7,Comedy,37.09024,-95.712891,N.America
